time,PM1(ug/m3),PM10(ug/m3),PM2.5(ug/m3),RH(%),T(C)
2020-02-25 23:18:48.976000000,8.57,21.553,19.194000000000003,33.7,21.9
2020-02-25 23:18:50.360000000,7.327000000000001,15.562,14.387,33.7,21.9
2020-02-25 23:19:44.806000130,7.372000000000001,17.135,14.406,33.7,21.9
2020-02-25 23:19:46.190000130,8.668,20.875,19.019,33.7,21.9
2020-02-25 23:19:47.579000060,9.254,18.555,17.047,33.8,21.9
2020-02-25 23:19:48.967000060,7.486000000000001,15.775,14.69,33.7,21.9
2020-02-25 23:20:48.950000130,8.472999999999999,56.442,18.214,33.8,21.9
2020-02-25 23:20:50.335000060,7.391,13.57,12.651,33.7,21.9
2020-02-25 23:20:51.723000060,6.17,18.468,14.704,33.8,21.9
2020-02-25 23:20:53.111000060,7.642,16.811,15.267,33.7,21.9
2020-02-25 23:21:47.548999940,7.194,16.254,14.681,33.7,21.9
2020-02-25 23:21:48.932999940,6.551,11.893,11.379,33.7,21.9
2020-02-25 23:21:50.321999870,6.345,12.944,11.949000000000002,33.7,21.9
2020-02-25 23:21:51.710000130,7.489,31.226,20.067,33.7,21.9
2020-02-25 23:22:46.148000000,7.657999999999999,20.9,17.4,33.7,21.9
2020-02-25 23:22:47.536000000,8.155,15.482,14.482,33.7,21.9
2020-02-25 23:22:48.920999940,7.693,17.669,16.035,33.7,21.9
2020-02-25 23:22:50.304999940,8.443,17.264,15.828,33.7,21.9
2020-02-25 23:23:44.751000060,6.9110000000000005,11.3,10.927,33.7,21.9
2020-02-25 23:23:46.135000060,6.223,11.67,10.826,33.7,21.9
2020-02-25 23:23:47.524000000,7.635,19.585,16.197,33.7,21.9
2020-02-25 23:23:48.907000060,6.671,15.762,14.464,33.8,21.9
2020-02-25 23:24:48.899000060,7.417999999999999,18.158,14.866,33.8,21.9
2020-02-25 23:24:50.288000000,7.432,19.976,18.02,33.8,21.9
2020-02-25 23:24:51.676000000,8.068,23.16,19.324,33.8,21.9
2020-02-25 23:24:53.064999940,7.52,15.728,14.271,33.8,21.9
2020-02-25 23:25:47.497999870,7.673999999999999,26.339,21.39,33.7,21.9
2020-02-25 23:25:48.886000130,7.956,20.516,18.499,33.8,21.9
2020-02-25 23:25:50.275000060,8.337,22.547,19.657,33.8,21.9
2020-02-25 23:25:51.659000060,6.744,13.27,12.57,33.7,21.9
2020-02-25 23:26:46.104999940,7.403,15.503,14.431,33.8,21.9
2020-02-25 23:26:47.488999940,7.444,15.005,13.985,33.7,21.9
2020-02-25 23:26:48.878000130,6.975,15.475,13.99,33.7,21.9
2020-02-25 23:26:50.263000060,7.607,17.589000000000002,15.737,33.8,21.9
2020-02-25 23:27:44.700000000,7.894,17.822,14.816,33.7,21.9
2020-02-25 23:27:46.084000000,7.93,18.603,16.982,33.7,21.9
2020-02-25 23:27:47.472000000,7.126,14.14,13.140999999999998,33.7,21.9
2020-02-25 23:27:48.856999940,7.473,15.937,13.237,33.8,21.9
2020-02-25 23:28:48.848999940,7.058,18.433,15.139,33.8,21.9
2020-02-25 23:28:50.232999940,6.882000000000001,12.34,11.822,33.8,21.9
2020-02-25 23:28:51.620999940,7.427,19.468,16.855999999999998,33.8,21.8
2020-02-25 23:28:53.008999940,7.755,16.169,15.050999999999998,33.8,21.9
2020-02-25 23:29:47.447000060,7.114,14.193,13.491,33.7,21.9
2020-02-25 23:29:48.832000000,6.981,15.226,14.377,33.8,21.9
2020-02-25 23:29:50.220000000,9.247,24.129,21.565,33.7,21.9
2020-02-25 23:29:51.604000000,7.317,15.925,14.376,33.8,21.9
2020-02-25 23:30:46.046000130,6.277,10.826,10.348,33.8,21.9
2020-02-25 23:30:47.433999870,7.155,14.034,13.104,33.8,21.9
2020-02-25 23:30:48.819000060,6.732,12.045,11.57,33.8,21.8
2020-02-25 23:30:50.204000000,8.134,26.87,21.739,33.8,21.8
2020-02-25 23:31:44.648999940,6.955,12.802,11.899,33.7,21.9
2020-02-25 23:31:46.038000130,6.858,10.977,10.615,33.7,21.9
2020-02-25 23:31:47.422000130,7.9,15.964,14.849,33.8,21.8
2020-02-25 23:31:48.806000130,7.069,13.933,13.286,33.8,21.9
2020-02-25 23:32:48.788999940,6.421,35.265,14.411,33.8,21.9
2020-02-25 23:32:50.174000130,6.928999999999999,14.276,13.165,33.8,21.9
2020-02-25 23:32:51.561999870,7.456,13.108,12.583,33.8,21.8
2020-02-25 23:32:52.947000060,6.334,11.361,10.578,33.8,21.9
2020-02-25 23:33:47.396000000,7.029,13.151,11.979,33.8,21.8
2020-02-25 23:33:48.780999940,7.013,12.747,11.888,33.8,21.9
2020-02-25 23:33:50.168999940,8.475,19.528,17.804000000000002,33.9,21.8
2020-02-25 23:33:51.553999870,7.58,11.693,11.386,33.8,21.9
2020-02-25 23:34:45.995000060,7.653,16.169,15.327,33.8,21.8
2020-02-25 23:34:47.379000060,6.331,11.373,10.577,33.8,21.9
2020-02-25 23:34:48.768000000,7.688,133.975,17.548,33.8,21.8
2020-02-25 23:34:50.152999940,8.177999999999999,22.41,18.109,33.8,21.8
2020-02-25 23:35:44.598000130,7.687,19.322,17.537,33.8,21.9
2020-02-25 23:35:45.987000060,6.795,31.171,12.633,33.8,21.9
2020-02-25 23:35:47.371000060,6.625,15.784,12.429,33.8,21.8
2020-02-25 23:35:48.760000000,7.132999999999999,17.747,14.742,33.8,21.8
2020-02-25 23:35:50.144000000,6.925,14.913,14.077,33.8,21.9
2020-02-25 23:35:51.528000000,6.193,10.859000000000002,10.078,33.8,21.8
2020-02-25 23:35:52.916999940,8.016,17.199,14.1,33.8,21.8
2020-02-25 23:36:41.808000000,8.456,17.212,16.338,33.7,21.9
2020-02-25 23:36:48.742000130,6.295,14.427,11.875,33.7,21.8
2020-02-25 23:36:50.127000060,7.367999999999999,12.324000000000002,11.95,33.8,21.8
2020-02-25 23:36:51.516000000,6.75,17.933,14.625,33.8,21.9
2020-02-25 23:36:52.900000000,7.511,17.769000000000002,15.692,33.8,21.9
2020-02-25 23:37:47.340999940,7.019,50.475,13.379,33.7,21.8
2020-02-25 23:37:48.726000130,7.785,16.641,15.085,33.8,21.8
2020-02-25 23:37:50.113999870,7.604,28.055,17.225,33.8,21.8
2020-02-25 23:37:51.499000060,7.626,18.054,15.193,33.8,21.8
2020-02-25 23:38:45.940000000,6.188,9.441,9.177,33.8,21.8
2020-02-25 23:38:47.324999940,6.066,13.787,12.653,33.8,21.8
2020-02-25 23:38:48.712999940,6.877000000000001,25.956,16.014,33.8,21.8
2020-02-25 23:38:50.096999940,6.4670000000000005,47.788,11.352,33.8,21.8
2020-02-25 23:39:44.543000060,7.357,18.169,14.969,33.8,21.8
2020-02-25 23:39:45.931000060,7.528,18.74,15.902,33.8,21.8
2020-02-25 23:39:47.316000000,6.215,12.287,9.954,33.8,21.8
2020-02-25 23:39:48.700999940,8.246,21.235,18.048,33.8,21.8
2020-02-25 23:39:50.084999940,6.893,13.130999999999998,12.219,33.9,21.8
2020-02-25 23:39:51.472999940,7.167999999999999,13.478,12.535,33.9,21.8
2020-02-25 23:39:52.856999940,7.319,18.311,16.146,33.8,21.8
2020-02-25 23:40:41.758000130,8.72,17.01,15.875,33.8,21.9
2020-02-25 23:40:48.692000000,6.79,11.51,10.749,33.8,21.8
2020-02-25 23:40:50.080000000,7.228,11.228,10.937,33.8,21.8
2020-02-25 23:40:51.464999940,7.617000000000001,12.312,11.925,33.8,21.8
2020-02-25 23:40:52.848999940,6.361000000000001,10.758,10.338,33.8,21.8
2020-02-25 23:41:47.289999870,6.587000000000001,30.744,11.204,33.7,21.8
2020-02-25 23:41:48.675000060,6.105,12.821,11.799,33.8,21.8
2020-02-25 23:41:50.063000060,7.028,23.435,17.223,33.8,21.8
2020-02-25 23:41:51.448000000,7.608,16.255,14.639,33.8,21.8
2020-02-25 23:42:45.892999940,6.919,14.408,13.091,33.9,21.9
2020-02-25 23:42:47.281999870,6.792000000000001,13.334,12.414,33.9,21.8
2020-02-25 23:42:48.667000060,7.527,15.981,14.813,33.9,21.8
2020-02-25 23:42:50.055000060,6.553,13.9,12.539,33.9,21.8
2020-02-25 23:42:51.439000060,7.48,20.631,16.612000000000002,33.9,21.9
2020-02-25 23:42:52.823000060,6.792999999999999,20.777,16.373,33.9,21.9
2020-02-25 23:43:41.720000000,9.387,19.95,18.176,33.7,21.9
2020-02-25 23:43:43.108000000,6.961,14.219,13.106,33.8,21.8
2020-02-25 23:43:44.492000000,7.1160000000000005,17.967,16.187,33.8,21.8
2020-02-25 23:43:45.880999940,7.068,15.729,14.32,33.8,21.8
2020-02-25 23:43:47.270000130,7.126,14.679,13.663,33.8,21.8
2020-02-25 23:43:48.656999940,6.122999999999999,12.544,11.577,33.8,21.8
2020-02-25 23:43:50.043000060,7.72,65.193,19.136,33.8,21.8
2020-02-25 23:43:51.431000060,7.487,14.495,13.821,33.8,21.8
2020-02-25 23:43:52.815000060,6.169,10.699000000000002,9.967,33.9,21.9
2020-02-25 23:44:41.705999870,7.127999999999999,11.136,10.413,33.7,21.9
2020-02-25 23:44:48.640999940,6.426,11.703,10.852,33.8,21.8
2020-02-25 23:44:50.028999940,8.355,20.376,18.242,33.8,21.8
2020-02-25 23:44:51.414000130,7.515,14.13,13.196,33.8,21.8
2020-02-25 23:44:52.801999870,9.12,24.068,21.198,33.8,21.8
2020-02-25 23:45:47.236000000,7.172999999999999,11.585,11.198,33.8,21.8
2020-02-25 23:45:48.620000000,6.815,10.943,10.619000000000002,33.8,21.8
2020-02-25 23:45:50.004000000,7.779,14.836,14.191,33.8,21.8
2020-02-25 23:45:51.392999940,6.159,11.871,10.983,33.8,21.8
2020-02-25 23:46:45.835000060,7.015,12.018,11.569,33.7,21.8
2020-02-25 23:46:47.227000060,8.692,19.649,18.137,33.8,21.8
2020-02-25 23:46:48.611000060,8.392000000000001,23.36,19.26,33.7,21.8
2020-02-25 23:46:50.000000000,7.67,13.161,12.371,33.8,21.8
2020-02-25 23:46:51.388000000,7.774,15.228,14.207,33.8,21.9
2020-02-25 23:46:52.772999940,7.29,19.859,12.012,33.8,21.8
2020-02-25 23:47:41.668999940,9.257,20.158,19.046,33.7,21.9
2020-02-25 23:47:43.052999940,7.194,12.925,12.109000000000002,33.7,21.9
2020-02-25 23:47:44.441999870,6.731,20.158,15.965,33.7,21.8
2020-02-25 23:47:45.824999940,6.63,15.638,13.772,33.8,21.8
2020-02-25 23:47:47.214000130,6.901,10.772,10.483,33.7,21.8
2020-02-25 23:47:48.599000060,6.846,12.385,11.55,33.8,21.8
2020-02-25 23:47:49.984000000,7.255,14.349,13.598,33.7,21.8
2020-02-25 23:47:51.371000060,7.741,15.12,14.115,33.8,21.8
2020-02-25 23:47:52.756000000,6.259,10.094,9.412,33.8,21.8
2020-02-25 23:48:41.655000060,8.241,17.194000000000003,15.543,33.7,21.8
2020-02-25 23:48:48.585999870,7.23,14.812,13.675,33.8,21.8
2020-02-25 23:48:49.969999870,7.516,14.951,13.911,33.8,21.8
2020-02-25 23:48:51.355000060,6.95,11.925999999999998,11.12,33.9,21.8
2020-02-25 23:48:52.739000060,6.252999999999999,12.6,11.885,33.9,21.8
2020-02-25 23:49:47.184999940,7.233,13.919,12.981,33.8,21.8
2020-02-25 23:49:48.568999940,8.258,22.199,18.637,33.8,21.8
2020-02-25 23:49:49.958000130,6.968,13.215,12.304,33.8,21.8
2020-02-25 23:49:51.342000130,7.006,12.77,12.245,33.8,21.8
2020-02-25 23:49:52.726000130,7.262,14.515,13.509,33.8,21.8
2020-02-25 23:50:41.627000060,7.881,14.916,13.83,33.8,21.9
2020-02-25 23:50:43.015000060,6.896,15.976,14.438,33.8,21.8
2020-02-25 23:50:44.400000000,7.278,15.147,14.024,33.8,21.8
2020-02-25 23:50:45.783000060,6.005,10.0,9.377,33.7,21.8
2020-02-25 23:50:47.171000060,7.039,12.375,11.549,33.7,21.8
2020-02-25 23:50:48.556000000,6.945,14.576,12.049,33.7,21.8
2020-02-25 23:50:49.944999940,7.48,19.796,15.871,33.8,21.8
2020-02-25 23:50:51.328999940,7.282,13.415,12.594,33.8,21.8
2020-02-25 23:50:52.713999870,6.666,11.252,10.873,33.8,21.8
2020-02-25 23:51:41.616999940,8.392000000000001,14.37,13.527,33.7,21.8
2020-02-25 23:51:43.001999870,5.525,11.148,10.293,33.8,21.8
2020-02-25 23:51:44.391000060,6.704,13.686,12.648,33.8,21.8
2020-02-25 23:51:45.775000060,6.476,13.133,11.818,33.8,21.9
2020-02-25 23:51:47.163000060,7.417999999999999,15.931,13.276,33.8,21.8
2020-02-25 23:51:48.548000000,7.062,10.686,10.402,33.8,21.9
2020-02-25 23:51:49.936999940,6.091,100.674,10.778,33.8,21.8
2020-02-25 23:51:51.320999940,7.396,17.755,14.831,33.8,21.9
2020-02-25 23:51:52.704999940,6.504,11.098,10.675,33.8,21.8
2020-02-25 23:52:41.600999940,7.499,14.32,13.642,33.7,21.9
2020-02-25 23:52:48.526000130,6.341,11.73,10.622,33.8,21.8
2020-02-25 23:52:49.915000060,7.872000000000001,17.302,16.011,33.8,21.8
2020-02-25 23:52:51.299000060,6.694,12.321,11.492,33.8,21.8
2020-02-25 23:52:52.684000000,6.722,16.35,13.191,33.9,21.8
2020-02-25 23:53:47.134000130,7.71,14.545,13.965,33.8,21.8
2020-02-25 23:53:48.518000130,6.899,12.3,11.505999999999998,33.8,21.8
2020-02-25 23:53:49.907000060,7.835,19.324,17.557000000000002,33.8,21.8
2020-02-25 23:53:51.295000060,7.1160000000000005,15.945,14.723,33.8,21.8
2020-02-25 23:53:52.680000000,7.215,15.368,14.601,33.8,21.8
2020-02-25 23:54:41.576000000,7.347,24.44,15.359000000000002,33.8,21.9
2020-02-25 23:54:42.964000000,6.739,15.228,13.757,33.8,21.9
2020-02-25 23:54:44.352000000,7.0920000000000005,21.709,13.759,33.8,21.8
2020-02-25 23:54:45.736999940,7.425,15.317,14.22,33.8,21.8
2020-02-25 23:54:47.121999870,5.602,17.6,12.368,33.8,21.8
2020-02-25 23:54:48.505999870,6.835,16.363,14.435,33.8,21.8
2020-02-25 23:54:49.894000130,7.922000000000001,14.512,13.541,33.8,21.8
2020-02-25 23:54:51.278000130,6.407,14.273,13.158,33.8,21.8
2020-02-25 23:54:52.667000060,8.165,35.868,16.579,33.8,21.9
2020-02-25 23:55:41.563000060,8.484,13.111,12.704,33.7,21.9
2020-02-25 23:55:42.948000000,6.674,12.333,11.498,33.7,21.8
2020-02-25 23:55:44.335000060,7.56,18.048,15.17,33.8,21.8
2020-02-25 23:55:45.720000000,7.385,23.059,17.393,33.8,21.9
2020-02-25 23:55:47.108999940,7.287999999999999,53.998000000000005,16.409000000000002,33.7,21.8
2020-02-25 23:55:48.492999940,7.552,13.17,12.696,33.8,21.8
2020-02-25 23:55:49.880999940,6.832999999999999,25.009,16.891,33.8,21.8
2020-02-25 23:55:51.265999870,7.662999999999999,17.748,16.053,33.8,21.8
2020-02-25 23:55:52.649999870,7.084,11.673,11.292,33.8,21.8
2020-02-25 23:56:41.553999870,8.503,13.683,12.894,33.8,21.9
2020-02-25 23:56:48.484000000,7.482,16.384,13.572,33.8,21.8
2020-02-25 23:56:49.868999940,6.977,15.447,13.92,33.8,21.8
2020-02-25 23:56:51.252999940,7.351,16.211,14.634,33.9,21.8
2020-02-25 23:56:52.640999940,6.847,14.627,13.847,33.8,21.9
2020-02-25 23:57:41.536999940,7.661,39.931,16.879,33.8,21.9
2020-02-25 23:57:42.921999870,7.031000000000001,22.785,14.475,33.8,21.8
2020-02-25 23:57:44.310000130,7.372000000000001,14.788,14.076,33.7,21.8
2020-02-25 23:57:45.695000060,6.976,16.109,14.777,33.8,21.8
2020-02-25 23:57:47.083000060,6.756,13.098,12.463,33.8,21.8
2020-02-25 23:57:48.467000060,5.792000000000001,9.925,9.235,33.8,21.8
2020-02-25 23:57:49.852000000,7.577000000000001,14.994000000000002,14.289,33.8,21.8
2020-02-25 23:57:51.236000000,6.202000000000001,10.984000000000002,9.926,33.8,21.8
2020-02-25 23:57:52.624000000,7.392,16.363,14.9,33.8,21.8
2020-02-25 23:58:41.524000000,7.842,13.701,13.243,33.7,21.9
2020-02-25 23:58:42.908999940,7.272,16.813,13.988,33.8,21.9
2020-02-25 23:58:44.297999870,7.063,13.457,12.851,33.7,21.8
2020-02-25 23:58:45.681999870,6.45,15.159,13.002,33.7,21.9
2020-02-25 23:58:47.070000130,5.502999999999999,12.215,10.906,33.7,21.8
2020-02-25 23:58:48.459000060,6.724,12.309,11.467,33.8,21.9
2020-02-25 23:58:49.839000060,5.249,8.026,7.779,33.8,21.9
2020-02-25 23:58:51.224000000,5.835,11.184,10.675999999999998,33.8,21.8
2020-02-25 23:58:52.608000000,5.781000000000001,8.915,8.642000000000001,33.8,21.8
2020-02-25 23:59:41.512000000,7.688,19.838,16.041,33.8,21.9
2020-02-25 23:59:42.900000000,7.297999999999999,13.129,12.592,33.8,21.9
2020-02-25 23:59:44.284999940,6.8020000000000005,14.284,12.897,33.8,21.8
2020-02-25 23:59:45.668999940,5.48,8.794,8.465,33.8,21.8
2020-02-25 23:59:47.056999940,7.235,15.771,14.607,33.8,21.8
2020-02-25 23:59:48.441999870,6.401,8.216000000000001,8.161,33.8,21.8
2020-02-26 00:00:42.865999870,5.811,7.526,7.422999999999999,33.7,21.9
2020-02-26 00:00:44.254000130,5.502000000000001,20.966,13.325,33.8,21.9
2020-02-26 00:00:45.638000130,6.5,12.308,11.404000000000002,33.7,21.9
2020-02-26 00:00:47.025999870,6.089,39.718,16.553,33.8,21.8
2020-02-26 00:00:48.414000130,5.939,12.247,11.307,33.8,21.8
2020-02-26 00:00:49.798000130,6.718999999999999,17.725,15.263,33.7,21.8
2020-02-26 00:00:51.187000060,6.622000000000001,16.082,14.479,33.8,21.9
2020-02-26 00:00:52.569999870,6.339,11.776,11.269,33.7,21.9
2020-02-26 00:01:41.456999940,8.543,18.778,17.345,33.7,21.9
2020-02-26 00:01:42.840999940,6.11,10.679,10.3,33.7,21.9
2020-02-26 00:01:44.228999940,6.375,11.289,10.808,33.7,21.9
2020-02-26 00:01:45.612999940,7.388999999999999,14.888,13.511,33.7,21.8
2020-02-26 00:01:47.001999870,6.651,11.445,11.013,33.7,21.8
2020-02-26 00:01:48.384999940,6.152,11.647,11.082,33.7,21.9
2020-02-26 00:01:49.768999940,6.162999999999999,11.307,10.502,33.7,21.9
2020-02-26 00:01:51.158000130,6.905,13.498,12.554,33.8,21.8
2020-02-26 00:01:52.542000130,7.021,12.946,12.4,33.7,21.8
2020-02-26 00:02:41.432999940,7.954,15.912,14.719,33.6,21.8
2020-02-26 00:02:42.816999940,6.525,13.362,12.351,33.7,21.9
2020-02-26 00:02:44.200999940,6.117999999999999,13.74,11.152,33.6,21.9
2020-02-26 00:02:45.588999940,6.567,18.84,15.103,33.7,21.8
2020-02-26 00:02:46.974000130,5.8020000000000005,8.655,8.408999999999999,33.7,21.8
2020-02-26 00:02:48.361999870,6.486000000000001,18.256,14.458,33.7,21.8
2020-02-26 00:02:49.745999870,7.292999999999999,55.725,17.45,33.7,21.8
2020-02-26 00:02:51.135000060,6.981,13.246,12.388,33.7,21.9
2020-02-26 00:02:52.519000060,6.537999999999999,12.735,12.113,33.7,21.8
2020-02-26 00:03:41.411000060,6.882999999999999,12.859000000000002,12.343,33.6,21.9
2020-02-26 00:03:42.796000000,6.934,14.446,13.126,33.7,21.8
2020-02-26 00:03:44.184000000,5.836,28.422,16.144000000000002,33.6,21.8
2020-02-26 00:03:45.572000000,6.555,13.668,12.651,33.7,21.9
2020-02-26 00:03:46.952999940,6.126,9.128,8.869,33.7,21.8
2020-02-26 00:03:48.340999940,6.892,12.935,12.05,33.7,21.8
2020-02-26 00:04:42.772000000,5.767,9.531,9.135,33.7,21.9
2020-02-26 00:04:44.156999940,5.854,11.36,10.745,33.7,21.9
2020-02-26 00:04:45.544999940,6.062,8.571,8.391,33.6,21.9
2020-02-26 00:04:46.929999870,6.587999999999999,14.414,12.999,33.7,21.9
2020-02-26 00:04:48.313999870,6.997000000000001,13.916,12.909,33.6,21.8
2020-02-26 00:04:49.697999870,6.468999999999999,14.14,11.679,33.7,21.8
2020-02-26 00:04:51.081999870,6.446000000000001,14.151,12.783,33.7,21.9
2020-02-26 00:04:52.465999870,5.839,11.577,10.672,33.7,21.8
2020-02-26 00:05:41.374000130,8.007,15.027,14.383,33.6,21.9
2020-02-26 00:05:42.759000060,7.485,11.519,11.217,33.6,21.8
2020-02-26 00:05:44.143000060,6.525,10.513,10.165,33.6,21.8
2020-02-26 00:05:45.531000060,6.19,112.201,10.880999999999998,33.7,21.8
2020-02-26 00:05:46.916000000,7.426,15.011,13.62,33.7,21.8
2020-02-26 00:05:48.304999940,6.839,17.857,14.503,33.6,21.8
2020-02-26 00:05:49.688000000,6.82,20.562,15.238,33.6,21.8
2020-02-26 00:05:51.072999940,7.251,20.928,13.545,33.7,21.9
2020-02-26 00:05:52.462000130,6.36,13.737,12.654000000000002,33.7,21.9
2020-02-26 00:06:41.358000130,7.147,13.907,12.85,33.6,21.9
2020-02-26 00:06:42.742000130,6.649,13.748,11.182,33.6,21.8
2020-02-26 00:06:44.126000130,7.404,13.699000000000002,13.094,33.6,21.8
2020-02-26 00:06:45.511000060,5.922999999999999,9.854,9.458,33.6,21.8
2020-02-26 00:06:46.895000060,5.182,7.952000000000001,7.697,33.6,21.8
2020-02-26 00:06:48.279000060,6.367999999999999,14.525,11.66,33.6,21.9
2020-02-26 00:06:49.668000000,6.99,12.513,11.663,33.7,21.8
2020-02-26 00:07:44.102000130,5.899,13.561,10.934,33.6,21.8
2020-02-26 00:07:45.486000130,6.702999999999999,11.113,10.446,33.7,21.8
2020-02-26 00:07:46.875000060,6.926,16.436,14.774,33.7,21.8
2020-02-26 00:07:48.259000060,5.622999999999999,9.08,8.789,33.7,21.9
2020-02-26 00:08:42.705999870,5.323,10.247,9.449,33.6,21.8
2020-02-26 00:08:44.095000060,7.502000000000001,13.807,12.913,33.6,21.8
2020-02-26 00:08:45.483000060,6.861000000000001,10.145,9.919,33.6,21.8
2020-02-26 00:08:46.868000000,7.351,14.126,13.156,33.6,21.8
2020-02-26 00:08:48.256000000,7.369,16.404,13.735,33.6,21.8
2020-02-26 00:08:49.640000000,4.914,29.183000000000003,10.542,33.7,21.8
2020-02-26 00:08:51.028999940,6.989,13.815,12.869000000000002,33.6,21.8
2020-02-26 00:08:52.414000130,6.319,15.126,12.457,33.6,21.8
2020-02-26 00:09:41.312000000,6.61,20.742,14.992,33.6,21.9
2020-02-26 00:09:42.700999940,5.603,13.207,10.486,33.6,21.9
2020-02-26 00:09:44.088999940,5.752999999999999,11.8,10.947,33.6,21.8
2020-02-26 00:09:45.473999870,5.964,11.289,10.79,33.6,21.8
2020-02-26 00:09:46.857999870,5.559,12.96,11.54,33.6,21.8
2020-02-26 00:09:48.241999870,6.1160000000000005,9.601,9.323,33.6,21.8
2020-02-26 00:09:49.627000060,6.8260000000000005,50.019,12.861,33.7,21.8
2020-02-26 00:09:51.011000060,5.841,8.693999999999999,8.493,33.7,21.8
2020-02-26 00:09:52.400000000,6.73,14.339,12.954,33.6,21.8
2020-02-26 00:10:41.302000130,6.959,11.623,11.159,33.6,21.8
2020-02-26 00:10:42.686000130,6.312,11.502,10.991,33.6,21.8
2020-02-26 00:10:44.070000130,6.707999999999999,24.789,15.912,33.6,21.8
2020-02-26 00:10:45.459000060,6.071000000000001,18.663,11.08,33.6,21.8
2020-02-26 00:10:46.844000000,6.539,11.636,10.868,33.6,21.9
2020-02-26 00:10:48.232000000,6.876,15.462,12.387,33.7,21.8
2020-02-26 00:10:49.612999940,6.143,9.018,8.821,33.7,21.8
2020-02-26 00:11:44.067000060,6.165,11.27,10.467,33.6,21.8
2020-02-26 00:11:45.452000000,6.6,12.894,10.496,33.6,21.8
2020-02-26 00:11:46.836000000,6.662999999999999,74.648,13.466,33.6,21.8
2020-02-26 00:11:48.224999940,6.5120000000000005,11.235,10.792,33.6,21.8
2020-02-26 00:12:42.663000060,6.957999999999999,10.313,10.033,33.6,21.8
2020-02-26 00:12:44.052000000,6.432,16.487000000000002,13.287,33.6,21.8
2020-02-26 00:12:45.440000000,6.756,11.638,11.189,33.6,21.8
2020-02-26 00:12:46.824000000,6.122000000000001,10.49,10.124,33.6,21.8
2020-02-26 00:12:48.208999940,5.707000000000001,10.109,9.735,33.6,21.8
2020-02-26 00:12:49.596999940,5.122999999999999,18.634,11.012,33.6,21.8
2020-02-26 00:12:50.982000130,5.468999999999999,26.598000000000003,14.635,33.6,21.8
2020-02-26 00:12:52.369999870,5.462999999999999,12.538,11.198,33.6,21.8
2020-02-26 00:13:41.265999870,6.899,18.723,14.86,33.6,21.9
2020-02-26 00:13:42.649999870,5.654,9.356,8.704,33.6,21.8
2020-02-26 00:13:44.038000130,6.487,111.908,11.351,33.6,21.9
2020-02-26 00:13:45.427000060,6.541,13.272,12.287,33.7,21.8
2020-02-26 00:13:46.812000000,6.632999999999999,20.188,12.318,33.7,21.8
2020-02-26 00:13:48.199000060,6.787999999999999,11.697,10.87,33.7,21.8
2020-02-26 00:13:49.584000000,6.273,14.872,13.001,33.7,21.8
2020-02-26 00:13:50.972999940,6.704,14.005,12.95,33.7,21.8
2020-02-26 00:14:45.408999940,5.83,14.807,11.784,33.7,21.8
2020-02-26 00:14:46.793999870,6.291,10.024,9.425,33.7,21.8
2020-02-26 00:14:48.177999870,6.212000000000001,13.669,11.055,33.7,21.8
2020-02-26 00:14:49.567000060,6.513,13.867,12.5,33.7,21.8
2020-02-26 00:15:44.008000000,5.622999999999999,16.337,12.955,33.6,21.8
2020-02-26 00:15:45.396999940,6.523,11.451,11.015,33.6,21.8
2020-02-26 00:15:46.776999940,5.247999999999999,8.544,8.214,33.6,21.8
2020-02-26 00:15:48.164999940,6.621,15.73,13.034,33.7,21.8
2020-02-26 00:16:42.609999870,5.916,10.459,9.717,33.6,21.8
2020-02-26 00:16:43.998000130,6.063,15.406,13.483,33.7,21.8
2020-02-26 00:16:45.383000060,5.215,12.072,9.639,33.6,21.8
2020-02-26 00:16:46.767000060,6.297999999999999,11.387,10.903,33.7,21.8
2020-02-26 00:16:48.151000060,5.7,8.38,8.186,33.7,21.8
2020-02-26 00:16:49.540000000,6.214,109.073,11.731,33.7,21.8
2020-02-26 00:16:50.924000000,5.77,9.3,8.675,33.7,21.8
2020-02-26 00:16:52.304999940,6.449,12.561,12.013,33.6,21.8
2020-02-26 00:17:46.756999940,6.282,44.946000000000005,8.999,33.6,21.8
2020-02-26 00:17:48.142000130,5.598,8.234,7.983,33.6,21.8
2020-02-26 00:17:49.526000130,7.228,19.337,15.832,33.6,21.8
2020-02-26 00:17:50.913999870,7.729,18.481,15.475,33.6,21.8
2020-02-26 00:18:45.351000060,6.355,14.039,11.144,33.6,21.8
2020-02-26 00:18:46.739000060,6.812,13.818,12.775,33.6,21.8
2020-02-26 00:18:48.123000060,7.567,14.07,13.076,33.7,21.8
2020-02-26 00:18:49.511000060,6.115,19.04,14.928,33.6,21.8
2020-02-26 00:19:43.956000000,7.838999999999999,14.606,13.640999999999998,33.5,21.8
2020-02-26 00:19:45.340000000,5.99,10.585,10.135,33.6,21.8
2020-02-26 00:19:46.724000000,6.151,16.58,9.131,33.6,21.8
2020-02-26 00:19:48.108999940,7.144,17.839000000000002,14.695,33.6,21.8
2020-02-26 00:20:42.552999940,6.041,8.009,7.888,33.6,21.8
2020-02-26 00:20:43.936999940,8.39,14.720999999999998,14.196,33.6,21.8
2020-02-26 00:20:45.326000130,6.936,34.435,13.735,33.6,21.8
2020-02-26 00:20:46.710000130,7.434,13.304,12.753,33.6,21.8
